Date,pihClose,pihVolume,twouClose,twouVolume,abilClose,abilVolume,xlrnClose,xlrnVolume,akaoClose,akaoVolume,admsClose,admsVolume,aeriClose,aeriVolume,afmdClose,afmdVolume,agrxClose,agrxVolume,agioClose,agioVolume,agfsClose,agfsVolume,agfswClose,agfswVolume,akbaClose,akbaVolume,akerClose,akerVolume,aldrClose,aldrVolume,aldxClose,aldxVolume,amphClose,amphVolume,agtcClose,agtcVolume,aaoiClose,aaoiVolume,aqxpClose,aqxpVolume,petxClose,petxVolume,ardxClose,ardxVolume,atraClose,atraVolume,afhClose,afhVolume,earsClose,earsVolume,bwfgClose,bwfgVolume,blcmClose,blcmVolume,bnftClose,bnftVolume,biocClose,biocVolume,blbdClose,blbdVolume,blueClose,blueVolume,bmchClose,bmchVolume,calaClose,calaVolume,cptaClose,cptaVolume,caraClose,caraVolume,cdnaClose,cdnaVolume,cdwClose,cdwVolume,cmrxClose,cmrxVolume,cldcClose,cldcVolume,cmfnClose,cmfnVolume,chrsClose,chrsVolume,commClose,commVolume,cnatClose,cnatVolume,cnceClose,cnceVolume,cfrxClose,cfrxVolume,ctrlClose,ctrlVolume,crtoClose,crtoVolume,cybrClose,cybrVolume,coneClose,coneVolume,dareClose,dareVolume,playClose,playVolume,dbvtClose,dbvtVolume,tacoClose,tacoVolume,tacowClose,tacowVolume,dermClose,dermVolume,drnaClose,drnaVolume,egrxClose,egrxVolume,eigrClose,eigrVolume,locoClose,locoVolume,entaClose,entaVolume,eigiClose,eigiVolume,wattClose,wattVolume,enfcClose,enfcVolume,epzmClose,epzmVolume,esprClose,esprVolume,evokClose,evokVolume,fateClose,fateVolume,fgenClose,fgenVolume,feyeClose,feyeVolume,frbaClose,frbaVolume,fprxClose,fprxVolume,fivnClose,fivnVolume,flxnClose,flxnVolume,fomxClose,fomxVolume,fwpClose,fwpVolume,foxfClose,foxfVolume,frptClose,frptVolume,fteoClose,fteoVolume,glmdClose,glmdVolume,garsClose,garsVolume,gncaClose,gncaVolume,glycClose,glycVolume,gogoClose,gogoVolume,gproClose,gproVolume,gwphClose,gwphVolume,gwghClose,gwghVolume,hdsClose,hdsVolume,hiiqClose,hiiqVolume,hqyClose,hqyVolume,htbxClose,htbxVolume,hsgxClose,hsgxVolume,hmhcClose,hmhcVolume,ipwrClose,ipwrVolume,ibtxClose,ibtxVolume,ingnClose,ingnVolume,inpxClose,inpxVolume,inseClose,inseVolume,insyClose,insyVolume,xentClose,xentVolume,istrClose,istrVolume,irmdClose,irmdVolume,jrvrClose,jrvrVolume,jasnClose,jasnVolume,jasnwClose,jasnwVolume,jdClose,jdVolume,kmdaClose,kmdaVolume,kptiClose,kptiVolume,kbsfClose,kbsfVolume,kinClose,kinVolume,lmrkClose,lmrkVolume,lgihClose,lgihVolume,lindClose,lindVolume,lindwClose,lindwVolume,mgnxClose,mgnxVolume,mbuuClose,mbuuVolume,mrnsClose,mrnsVolume,mbiiClose,mbiiVolume,mtlsClose,mtlsVolume,mdwdClose,mdwdVolume,melrClose,melrVolume,nervClose,nervVolume,mgenClose,mgenVolume,moblClose,moblVolume,momoClose,momoVolume,mtbcClose,mtbcVolume,nstgClose,nstgVolume,nmihClose,nmihVolume,ndlsClose,ndlsVolume,nvusClose,nvusVolume,nveeClose,nveeVolume,oculClose,oculVolume,omedClose,omedVolume,ontxClose,ontxVolume,ophtClose,ophtVolume,opbClose,opbVolume,oticClose,oticVolume,oxbrClose,oxbrVolume,oxbrwClose,oxbrwVolume,oxfdClose,oxfdVolume,panlClose,panlVolume,frshClose,frshVolume,pegiClose,pegiVolume,pctyClose,pctyVolume,skisClose,skisVolume,pahcClose,pahcVolume,plxpClose,plxpVolume,ptlaClose,ptlaVolume,pbpbClose,pbpbVolume,prahClose,prahVolume,pincClose,pincVolume,ipdnClose,ipdnVolume,prqrClose,prqrVolume,prtoClose,prtoVolume,ptctClose,ptctVolume,pulmClose,pulmVolume,qiwiClose,qiwiVolume,qtntClose,qtntVolume,rdusClose,rdusVolume,rephClose,rephVolume,resnClose,resnVolume,rvncClose,rvncVolume,rwlkClose,rwlkVolume,sabrClose,sabrVolume,sageClose,sageVolume,scyxClose,scyxVolume,eyesClose,eyesVolume,sfbsClose,sfbsVolume,sienClose,sienVolume,samgClose,samgVolume,skysClose,skysVolume,slnoClose,slnoVolume,slnowClose,slnowVolume,sphsClose,sphsVolume,spkeClose,spkeVolume,spwhClose,spwhVolume,sfmClose,sfmVolume,stmlClose,stmlVolume,ttooClose,ttooVolume,tndmClose,tndmVolume,teduClose,teduVolume,tgenClose,tgenVolume,terpClose,terpVolume,ttphClose,ttphVolume,xoneClose,xoneVolume,habtClose,habtVolume,jyntClose,jyntVolume,mikClose,mikVolume,trvnClose,trvnVolume,tscClose,tscVolume,tbkClose,tbkVolume,trueClose,trueVolume,tourClose,tourVolume,rareClose,rareVolume,qureClose,qureVolume,upldClose,upldVolume,vrnsClose,vrnsVolume,vbltClose,vbltVolume,vcytClose,vcytVolume,vbtxClose,vbtxVolume,vnomClose,vnomVolume,vtlClose,vtlVolume,wbClose,wbVolume,winsClose,winsVolume,wixClose,wixVolume,xncrClose,xncrVolume,xeneClose,xeneVolume,xnetClose,xnetVolume,zfgnClose,zfgnVolume
2013-12-06,,,,,,,25.99,86882.0,,,,,15.35,348100.0,,,,,18.86,101600.0,,,,,,,,,,,,,,,,,14.37,192100.0,,,19.02,24700.0,,,,,12.86,13300.0,,,,,,,48.25,46900.0,,,,,21.66,86600.0,17.55,96159.0,,,12.078,68199.0,,,,,21.855,429087.0,14.26,80500.0,,,,,,,17.05,872200.0,6.68,82400.0,,,,,14.97,43600.0,33.86,88900.0,,,18.185,99133.0,,,,,,,,,,,,,,,,,,,,,27.72,220900.0,14.43,564000.0,,,,,23.01,94100.0,13.32,39100.0,8.14,29300.0,6.33,17300.0,,,36.59,194700.0,6.0312,2210.0,11.2,60400.0,,,,,,,,,17.26,78500.0,,,5.1482,1002,,,9.4058,50582.0,,,,,32.89,1272000.0,,,31.13,48300.0,,,21.06,474600.0,10.48,44500.0,,,8.21,7800.0,,,17.11,53700.0,5.95,29400.0,44.74100000000001,8334.0,,,97.495,77.0,,,15.745999999999999,1189200.0,,,,,,,,,,,0.36,32400.0,,,14.42,8500.0,16.91,61400.0,,,,,,,16.95,138900.0,,,,,26.01,29600.0,,,,,13.87,18700.0,,,,,,,,,,,,,,,,,13.28,102000.0,13.1,10600.0,37.7,4098100.0,,,,,,,26.57,340788.0,162.2,30640.0,30.0,201300.0,,,,,,,,,17.65,36500.0,,,,,21.055999999999997,190469.0,,,,,,,,,23.91,100082.0,26.4,305800.0,,,35.83,400900.0,41.2,1200.0,,,,,16.62,55902.0,,,39.404,218118.0,,,,,,,,,,,,,,,,,,,,,,,,,14.454,20977.0,,,,,,,3.9299,27499.0,,,,,37.85,671536.0,21.34,164833.0,,,247.9,13983.0,,,,,,,11.88,46710.0,55.52,172646.0,,,,,,,,,12.0,17140.0,,,,,,,,,,,,,,,,,13.71,31707.0,,,,,,,,,,,23.89,238701.0,7.76,54140.0,,,,,,
2013-12-09,,,,,,,27.24,170683.0,,,,,16.0,273962.0,,,,,19.11,121425.0,,,,,,,,,,,,,,,,,14.88,195139.0,,,18.7,31300.0,,,,,13.025,27568.0,,,,,,,46.03,81989.0,,,,,21.72,183208.0,17.09,143200.0,,,11.998,44920.0,,,,,21.884,270806.0,14.25,116000.0,,,,,,,17.35,484400.0,6.16,95800.0,,,,,14.17,225600.0,33.84,71300.0,,,18.115,121598.0,,,,,,,,,,,,,,,,,,,,,29.66,178300.0,13.84,914500.0,,,,,21.7,372900.0,13.64,70500.0,8.45,16600.0,6.34,18800.0,,,36.93,307105.0,6.1209,10549.0,12.24,39400.0,,,,,,,,,17.41,50200.0,,,4.7391,1203,,,9.4058,54295.0,,,,,30.62,1947895.0,,,31.01,55100.0,,,21.65,2387700.0,10.34,15900.0,,,8.24,12800.0,,,16.61,119600.0,6.58,34800.0,44.498999999999995,7921.0,,,86.99600000000001,147.0,,,16.273,1053000.0,,,,,,,,,,,0.3654,4150.0,,,14.9,13400.0,18.31,356800.0,,,,,,,17.23,110600.0,,,,,26.0,59200.0,,,,,14.01,28200.0,,,,,,,,,,,,,,,,,13.59,58600.0,13.48,1435500.0,38.21,564600.0,,,8.13,3267.0,,,25.36,387500.0,150.6,60130.0,29.81,151600.0,,,,,,,,,18.1,21800.0,,,,,20.525,243114.0,,,,,,,,,24.18,220800.0,26.64,141100.0,,,36.7,299900.0,41.6,463.0,,,,,16.99,72200.0,,,39.833,309390.0,,,,,,,,,,,,,,,,,,,,,,,,,14.682,17738.0,,,,,,,3.99,28600.0,,,,,37.49,804400.0,21.18,106500.0,,,239.1,24050.0,,,,,,,12.07,156200.0,53.6,324083.0,,,,,,,,,12.03,39800.0,,,,,,,,,,,,,,,,,13.93,40300.0,,,,,,,,,,,24.64,518930.0,8.2,45589.0,,,,,,
2013-12-10,,,,,,,29.92,91108.0,,,,,15.99,177600.0,,,,,18.67,100900.0,,,,,,,,,,,,,,,,,15.59,100500.0,,,18.2,1041300.0,,,,,13.14,26800.0,,,,,,,46.44,34200.0,,,,,22.4,122900.0,16.78,76810.0,,,11.883,45738.0,,,,,21.756,335124.0,14.5,123600.0,,,,,,,17.37,532700.0,5.96,47600.0,,,,,14.18,146800.0,33.76,214300.0,,,18.115,210529.0,,,,,,,,,,,,,,,,,,,,,38.14,1345340.0,13.09,305400.0,,,,,20.69,127300.0,13.09,48300.0,8.49,50700.0,6.4,16700.0,,,37.6,319600.0,6.1706,17382.0,12.97,70900.0,,,,,,,,,17.05,114000.0,,,,,,,9.4058,83531.0,,,,,31.06,1414216.0,,,30.95,44100.0,,,23.01,3192500.0,10.3,27500.0,,,8.16,5200.0,,,16.47,102500.0,6.27,16900.0,44.653999999999996,20061.0,,,89.696,38.0,,,15.594000000000001,1161900.0,,,,,,,,,,,,,,,14.3,27500.0,18.21,133300.0,,,,,,,17.17,77100.0,9.75,300.0,,,26.01,68800.0,,,,,13.97,27700.0,,,,,,,,,,,,,,,,,14.05,83100.0,12.65,32900.0,38.45,379308.0,,,8.1299,400.0,,,25.39,159100.0,149.1,26540.0,28.51,135300.0,,,,,,,,,18.2,15500.0,,,,,20.641,184449.0,,,,,,,,,24.1,173400.0,26.9,129500.0,,,36.0,296800.0,40.0,1113.0,,,,,16.47,41700.0,,,39.645,342422.0,,,,,,,,,,,,,,,,,,,,,,,,,14.540999999999999,57612.0,,,,,,,3.96,15089.0,,,,,36.6,684479.0,20.41,122993.0,,,240.0,9557.0,,,,,,,11.97,105327.0,54.69,294300.0,,,,,,,,,11.95,22577.0,,,,,,,,,,,,,,,,,13.89,29942.0,,,,,,,,,,,25.19,224744.0,8.99,167663.0,,,,,,
2013-12-11,,,,,,,28.07,190700.0,,,,,14.93,97400.0,,,,,18.19,111700.0,,,,,,,,,,,,,,,,,15.81,127900.0,,,18.31,79989.0,,,,,13.03,7500.0,,,,,,,47.67,65800.0,,,,,21.63,129200.0,17.09,167887.0,,,11.945,67375.0,,,,,21.62,504755.0,13.72,84800.0,,,,,,,17.36,814900.0,6.06,79600.0,,,,,14.31,137200.0,32.97,119100.0,,,18.035,293164.0,,,,,,,,,,,,,,,,,,,,,36.25,604300.0,12.75,179100.0,,,,,20.18,160400.0,12.68,58600.0,8.05,58800.0,6.41,28800.0,,,37.76,460800.0,6.2203,16579.0,14.15,135100.0,,,,,,,,,17.06,74100.0,,,5.1382,1203,,,9.3333,68239.0,,,,,30.08,880855.0,,,30.56,117400.0,,,23.0,1299900.0,9.96,81200.0,,,8.05,9200.0,,,15.97,142500.0,6.1,15900.0,44.411,13375.0,,,74.99600000000001,3.0,,,15.495999999999999,1093200.0,,,,,,,,,,,,,,,15.18,130300.0,17.69,148100.0,,,,,,,16.48,79000.0,9.74,1600.0,,,24.9,92129.0,,,,,14.46,27009.0,,,,,,,,,,,,,,,,,15.6,470523.0,12.19,45432.0,38.25,258290.0,,,,,,,23.5,276063.0,140.0,29512.0,28.78,87568.0,,,,,,,,,18.89,26830.0,,,,,20.955,396102.0,,,,,,,,,23.85,145743.0,25.99,249482.0,,,35.98,336938.0,39.36,788.0,,,,,15.96,44723.0,,,40.794000000000004,854350.0,,,,,,,,,,,,,,,,,,,,,,,,,14.409,28653.0,,,,,,,4.0,33914.0,,,,,36.89,1403180.0,19.26,223720.0,,,235.0,9830.0,,,,,,,11.99,85500.0,54.01,375400.0,,,,,,,,,11.7,53800.0,,,,,,,,,,,,,,,,,13.51,21400.0,,,,,,,,,,,24.99,245800.0,8.76,254000.0,,,,,,
2013-12-12,,,,,,,29.22,315400.0,,,,,14.95,68387.0,,,,,19.42,170536.0,,,,,,,,,,,,,,,,,15.14,97431.0,,,18.49,22500.0,,,,,12.51,24642.0,,,,,,,51.58,115074.0,,,,,21.02,90677.0,17.34,292600.0,,,12.071,50502.0,,,,,21.815,844449.0,14.14,67378.0,,,,,,,17.33,332635.0,6.03,28352.0,,,,,14.41,129719.0,31.98,191586.0,,,17.992,531981.0,,,,,,,,,,,,,,,,,,,,,36.78,742800.0,12.98,208600.0,,,,,20.79,449900.0,13.02,44600.0,8.11,18700.0,7.0,61600.0,,,37.46,319800.0,6.1606,16579.0,16.61,232300.0,,,,,,,,,17.12,40900.0,,,5.1979999999999995,301,,,9.2665,64918.0,,,,,29.79,3406550.0,,,30.91,51500.0,,,23.09,1592400.0,10.25,66500.0,,,8.01,3100.0,,,16.39,141900.0,6.0,46400.0,44.372,8642.0,,,74.99600000000001,3.0,,,15.036,835260.0,,,,,,,,,,,,,,,14.94,44600.0,18.2,208700.0,,,11.95,1132800.0,,,16.5,54200.0,,,,,24.96,61700.0,,,,,15.06,22200.0,,,,,,,,,,,,,,,,,16.26,89500.0,12.24,37900.0,36.97,368400.0,,,8.13,1000.0,,,24.11,117300.0,146.8,18670.0,29.68,81600.0,,,,,,,,,17.94,37500.0,,,,,21.447,405399.0,,,,,,,,,23.73,146700.0,25.16,525500.0,,,36.21,288800.0,40.0,63.0,,,,,16.77,85700.0,,,42.856,948336.0,,,,,,,,,,,,,,,,,,,,,,,,,13.833,56417.0,,,,,,,3.8,28900.0,,,,,36.56,864000.0,19.65,74700.0,,,233.0,10260.0,,,,,,,12.04,111500.0,54.17,294310.0,,,,,,,,,11.79,13600.0,,,,,,,,,,,,,,,,,13.07,31500.0,,,,,,,,,,,23.96,282800.0,8.49,69200.0,,,,,,
2013-12-13,,,,,,,29.19,98563.0,,,,,14.26,118974.0,,,,,19.57,122524.0,,,,,,,,,,,,,,,,,14.78,68817.0,,,18.41,39300.0,,,,,13.07,14412.0,,,,,,,54.51,237600.0,,,,,20.27,105500.0,17.45,88764.0,,,12.052999999999999,41146.0,,,,,21.525,521501.0,13.95,117600.0,,,,,,,17.4,413400.0,6.0,65100.0,,,,,14.53,70700.0,32.64,92000.0,,,18.323,188873.0,,,,,,,,,,,,,,,,,,,,,37.16,228700.0,12.92,328600.0,,,,,21.08,153400.0,12.91,33200.0,8.2,20300.0,7.2,44700.0,,,38.33,454200.0,6.1209,3416.0,16.06,85500.0,,,,,,,,,16.99,82600.0,,,5.1979999999999995,1704,,,9.3255,45441.0,,,,,29.27,1726700.0,,,32.11,53000.0,,,22.98,881600.0,10.22,38600.0,,,7.81,7600.0,,,15.89,46200.0,5.95,15200.0,44.081,12961.0,,,82.49600000000001,14.0,,,12.686,5113120.0,,,,,,,,,,,0.37,10200.0,,,14.29,32500.0,19.96,218400.0,,,12.2,217300.0,,,16.61,111500.0,9.65,100.0,,,25.2,79800.0,,,,,16.21,66200.0,,,,,,,,,,,,,,,,,16.24,44700.0,12.0,76500.0,36.04,500900.0,,,8.11,2100.0,,,23.87,101900.0,145.9,9880.0,30.89,128600.0,,,,,,,,,17.7,81500.0,,,,,21.298000000000002,289736.0,,,,,,,,,23.42,187800.0,24.95,333100.0,,,36.64,344200.0,,,,,,,16.98,114500.0,,,44.979,701866.0,,,,,,,,,,,,,,,,,,,,,,,,,13.677,51382.0,,,,,,,3.79,42606.0,,,,,36.29,601500.0,19.7,74125.0,,,226.7,16165.0,,,,,,,12.26,147865.0,52.71,371092.0,,,,,,,,,11.78,96723.0,,,,,,,,,,,,,,,,,13.16,51206.0,,,,,,,,,,,24.23,279959.0,8.54,145351.0,,,,,,
2013-12-16,,,,,,,28.72,193240.0,,,,,14.8,118591.0,,,,,24.05,383317.0,,,,,,,,,,,,,,,,,15.48,92361.0,,,17.26,207700.0,,,,,13.05,10791.0,,,,,,,58.06,191241.0,,,,,20.15,296030.0,17.9,111900.0,,,12.071,41967.0,,,,,21.715999999999998,325241.0,14.71,261300.0,,,,,,,17.59,796300.0,6.0,20000.0,,,,,15.53,98300.0,33.02,165400.0,,,18.612000000000002,277922.0,,,,,,,,,,,,,,,,,,,,,36.36,204100.0,13.81,322700.0,,,,,21.0,296800.0,13.61,128200.0,8.14,26800.0,7.0,44000.0,,,38.94,462000.0,6.1209,17885.0,15.64,98500.0,,,,,,,,,17.22,67100.0,,,5.0085,2305,,,9.1737,105225.0,,,,,28.9,1036300.0,,,33.1,34300.0,,,23.18,2134300.0,9.99,21500.0,,,7.58,12700.0,,,16.44,151900.0,5.77,23400.0,44.217,10702.0,,,59.997,91.0,,,13.434000000000001,1265700.0,,,,,,,,,,,,,,,14.25,56800.0,21.05,191200.0,,,12.0,98400.0,,,17.08,83300.0,,,,,26.15,59300.0,,,,,16.8,13500.0,,,,,,,,,,,,,,,,,16.33,57100.0,12.88,11200.0,35.66,274400.0,,,,,,,28.91,1081950.0,160.8,36550.0,32.23,310100.0,,,,,,,,,17.44,82300.0,,,,,21.976999999999997,366843.0,,,,,,,,,23.42,435100.0,24.35,501500.0,,,37.4,450800.0,38.24,4663.0,,,,,19.34,540200.0,,,46.213,938138.0,,,,,,,,,,,,,,,,,,,,,,,,,14.140999999999998,13276.0,,,,,,,3.7,33100.0,,,,,36.01,730800.0,19.09,109000.0,,,237.0,18010.0,,,,,,,12.17,111500.0,51.75,317650.0,,,,,,,,,11.7,26400.0,,,,,,,,,,,,,,,,,14.0,61100.0,,,,,,,,,,,25.91,426792.0,8.74,170261.0,,,,,,
2013-12-17,,,,,,,27.62,158600.0,,,,,15.73,120700.0,,,,,22.4,252800.0,,,,,,,,,,,,,,,,,15.14,77500.0,,,17.83,44700.0,,,,,12.68,9100.0,,,,,,,57.04,128600.0,,,,,19.48,330700.0,18.25,77400.0,,,12.046,126726.0,,,,,21.428,624456.0,14.34,92900.0,,,,,,,17.68,595700.0,6.26,43100.0,,,,,15.64,49798.0,33.14,66600.0,,,19.101,204687.0,,,,,,,,,,,,,,,,,,,,,35.61,133144.0,13.92,230606.0,,,,,20.92,166175.0,13.51,81769.0,7.59,73458.0,6.84,34850.0,,,38.87,474347.0,6.0412,9333.0,16.7,109476.0,,,,,,,,,17.15,42280.0,,,4.7092,3308,,,9.3671,76293.0,,,,,30.74,3630800.0,,,33.41,36473.0,,,23.11,648943.0,9.86,19244.0,,,7.6,2449.0,,,17.4,202607.0,5.7,43658.0,44.207,11533.0,,,59.997,46.0,,,13.124,753748.0,,,,,,,,,,,,,,,14.43,43800.0,23.55,364400.0,,,12.12,59000.0,,,17.18,99900.0,,,,,26.8,73200.0,,,,,16.18,14600.0,,,,,,,,,,,,,,,,,15.91,67200.0,12.3,3264900.0,36.85,249700.0,,,8.11,1499.0,,,28.4,440100.0,163.8,34870.0,32.0,225100.0,,,,,,,,,18.34,151900.0,,,,,21.750999999999998,487246.0,,,,,,,,,23.4,247200.0,25.35,893400.0,,,37.05,474600.0,39.44,919.0,,,,,19.15,325300.0,,,46.956,458525.0,,,,,,,,,,,,,,,,,,,,,,,,,14.297,14990.0,,,,,,,3.69,43500.0,,,,,37.06,1059800.0,19.2,100100.0,,,235.2,19880.0,,,,,,,12.11,67100.0,52.72,315200.0,,,,,,,,,11.72,16700.0,,,,,,,,,,,,,,,,,14.04,161500.0,,,,,,,,,,,27.62,507200.0,8.5,122200.0,,,,,,
2013-12-18,,,,,,,27.21,281000.0,,,,,16.08,131600.0,,,,,21.91,199400.0,,,,,,,,,,,,,,,,,15.2,77200.0,,,16.88,80823.0,,,,,12.81,11700.0,,,,,,,58.2,205100.0,,,,,20.47,181700.0,18.24,219400.0,,,12.071,103605.0,,,,,21.659000000000002,854660.0,14.56,59000.0,,,,,,,17.8,560500.0,6.27,43300.0,,,,,15.66,46300.0,32.26,81300.0,,,19.046,233110.0,,,,,,,,,,,,,,,,,,,,,27.73,1156400.0,14.03,344900.0,,,,,20.92,174200.0,13.98,38700.0,7.3,43100.0,7.19,29400.0,,,39.36,511200.0,6.5885,100.0,15.86,98400.0,,,,,,,,,16.79,159900.0,,,4.9786,4711,,,9.281,85446.0,,,,,25.91,8159900.0,,,33.2,22300.0,,,24.26,1170100.0,9.98,92900.0,,,7.71,13200.0,,,17.55,207300.0,5.58,8557.0,43.964,10804.0,,,55.497,491.0,,,13.374,711126.0,,,,,,,,,,,,,,,14.5,42205.0,23.66,276360.0,,,11.93,44212.0,,,17.3,292456.0,,,,,27.53,93580.0,,,,,15.87,37567.0,,,,,,,,,,,,,,,,,15.8,106705.0,12.84,108473.0,36.83,228167.0,,,8.11,1600.0,,,29.22,250325.0,133.2,105103.0,31.63,242725.0,,,,,,,,,19.9,84127.0,,,,,21.906,717582.0,,,,,,,,,24.01,364600.0,25.6,543908.0,,,37.72,760745.0,39.28,1580.0,,,,,19.0,181200.0,,,45.193999999999996,716720.0,,,,,,,,,,,,,,,,,,,,,,,,,14.208,25174.0,,,,,,,3.57,95400.0,,,,,37.44,857500.0,19.01,157400.0,,,234.6,13890.0,,,,,,,12.15,88200.0,52.58,273000.0,,,,,,,,,11.69,15500.0,,,,,,,,,,,,,,,,,13.92,70900.0,,,,,,,,,,,27.92,251900.0,8.6,85600.0,,,,,,
2013-12-19,,,,,,,28.74,146700.0,,,,,15.92,102300.0,,,,,21.79,137100.0,,,,,,,,,,,,,,,,,15.39,80700.0,,,15.99,77975.0,,,,,12.56,5400.0,,,,,,,54.64,162800.0,,,,,20.51,154500.0,17.62,104386.0,,,11.925999999999998,58036.0,,,,,21.34,367066.0,14.18,100200.0,,,,,,,17.49,430300.0,6.33,29700.0,,,,,15.73,73500.0,33.16,87900.0,,,18.892,120108.0,,,,,,,,,,,,,,,,,,,,,27.57,270900.0,13.6,152600.0,,,,,20.43,164200.0,12.77,67200.0,7.09,54500.0,7.19,12700.0,,,40.18,562500.0,6.1806,1506.0,14.9,33300.0,,,,,,,,,16.89,125500.0,,,4.8389,5112,,,9.1811,40607.0,,,,,25.54,5170830.0,,,32.7,11800.0,,,23.95,612200.0,10.03,25600.0,,,7.38,15600.0,,,17.5,127600.0,5.64,24500.0,43.983999999999995,25720.0,,,59.997,187.0,,,12.834000000000001,409500.0,,,,,,,,,,,,,,,14.18,17700.0,23.96,250800.0,151.5,280.0,12.32,55900.0,,,17.98,198600.0,,,,,26.69,107500.0,,,,,15.4,18200.0,,,,,,,,,,,,,,,,,15.43,134300.0,12.37,131800.0,35.86,272100.0,,,8.12,800.0,,,29.14,464769.0,134.8,19815.0,32.11,152700.0,,,,,,,,,18.59,44965.0,,,,,22.055,522251.0,,,,,,,,,23.64,173465.0,25.56,299046.0,,,37.94,430885.0,38.72,4125.0,,,,,18.77,77228.0,,,45.59,298446.0,,,,,,,,,,,,,,,,,,,,,,,,,13.850999999999999,93632.0,,,,,,,3.55,28346.0,,,,,37.57,679977.0,18.77,77358.0,,,226.1,22742.0,,,,,,,12.2,63821.0,53.37,266100.0,,,,,,,,,11.53,18684.0,,,,,,,,,,,,,,,,,13.98,61178.0,,,,,,,,,,,26.87,188500.0,8.59,56500.0,,,,,,
2013-12-20,,,,,,,30.0,1206262.0,,,,,16.39,1195500.0,,,,,21.77,886400.0,,,,,,,,,,,,,,,,,14.8,693700.0,,,16.83,112000.0,,,,,12.64,11200.0,,,,,,,57.24,1057800.0,,,,,20.73,641100.0,17.84,280430.0,,,12.32,972137.0,,,,,21.634,1069864.0,14.21,809600.0,,,,,,,17.84,4762200.0,7.2,242800.0,,,,,16.99,60800.0,34.35,181700.0,,,19.387999999999998,285026.0,,,,,,,,,,,,,,,,,,,,,27.45,206600.0,14.2,3948600.0,,,,,20.99,941300.0,12.92,391400.0,7.15,48800.0,6.82,102300.0,,,39.56,2090500.0,6.0412,11455.0,14.27,871200.0,,,,,,,,,17.42,167300.0,,,4.7291,1203,,,9.1811,99253.0,,,,,24.27,6114471.0,,,34.24,122200.0,,,24.33,1387700.0,9.98,68400.0,,,7.34,13400.0,,,17.9,3689200.0,5.4,27600.0,44.159,47374.0,,,59.997,75.0,,,13.036,1827600.0,,,,,,,,,,,,,,,14.5,22700.0,24.08,1490600.0,151.8,2113.0,12.37,20000.0,,,18.23,1618200.0,,,,,26.85,984900.0,,,,,15.85,65800.0,,,,,,,,,,,,,,,,,15.45,121400.0,12.13,1053200.0,35.08,503100.0,,,,,,,28.62,846900.0,128.3,97920.0,31.02,1598900.0,,,,,,,,,19.63,877200.0,,,,,21.680999999999997,4367797.0,,,,,,,,,22.64,1191200.0,25.5,1553800.0,,,38.25,3079800.0,36.72,263.0,,,,,18.84,780500.0,,,46.376999999999995,333190.0,,,,,,,,,,,,,,,,,,,,,,,,,14.637,58553.0,,,,,,,3.87,47274.0,,,,,37.81,1704057.0,19.52,188165.0,,,237.0,166585.0,,,,,,,12.73,439870.0,55.0,451815.0,,,,,,,,,11.65,100482.0,,,,,,,,,,,,,,,,,14.0,658035.0,,,,,,,,,,,27.96,1600853.0,8.68,93428.0,,,,,,
2013-12-23,,,,,,,32.97,197034.0,,,,,17.08,76500.0,,,,,22.84,249700.0,,,,,,,,,,,,,,,,,14.93,32300.0,,,18.15,91800.0,,,,,12.49,10500.0,,,,,,,58.35,115000.0,,,,,20.88,142900.0,18.57,55031.0,,,12.202,71475.0,,,,,21.563000000000002,641615.0,15.04,167200.0,,,,,,,18.05,352400.0,6.98,32900.0,,,,,16.27,27000.0,33.59,59900.0,,,19.423,137186.0,,,,,,,,,,,,,,,,,,,,,28.04,127100.0,14.24,232300.0,,,,,21.67,97400.0,13.92,63300.0,6.9,68900.0,6.55,26900.0,,,39.79,248200.0,6.0611,4119.0,15.22,31000.0,,,,,,,,,18.02,71500.0,,,4.6892,601,,,9.1127,144323.0,,,,,24.08,3968155.0,,,36.14,80200.0,,,24.53,721600.0,10.04,63200.0,,,7.1,37700.0,,,17.77,225500.0,5.45,8500.0,45.898,23251.0,,,56.997,40.0,,,13.84,370800.0,,,,,,,,,,,,,,,14.4,29300.0,23.86,113700.0,,,12.28,113100.0,,,18.08,111200.0,,,,,27.16,65800.0,,,,,16.25,13400.0,,,,,,,,,,,,,,,,,15.84,20400.0,12.76,54700.0,35.03,432300.0,,,8.12,500.0,,,28.57,110600.0,124.2,23920.0,32.7,175500.0,,,,,,,,,19.38,16600.0,,,,,22.134,336232.0,,,,,,,,,23.6,173200.0,26.1,232200.0,,,37.72,570700.0,36.8,1725.0,,,,,18.41,200000.0,,,47.998999999999995,585410.0,,,,,,,,,,,,,,,,,,,,,,,,,14.628,27699.0,,,,,,,3.8,23527.0,,,,,37.81,361799.0,20.06,122937.0,,,243.8,6757.0,,,,,,,13.25,87846.0,58.87,760120.0,,,,,,,,,11.84,29796.0,,,,,,,,,,,,,,,,,13.99,106583.0,,,,,,,,,,,27.74,217295.0,8.76,29107.0,,,,,,
